trace	ok	max_rhat	min_ess_bulk	divergences	chains	draws	n_par	worst_par	family	constrained	bauer_commit	size_gb
log-spl3-n1n2psd	False	1.02	327.0	0	4	3000	20	log_n1_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6636356022208929
log-spl3-n1n2x.pathfinder.klw	True	1.0	2430.0	0	8	3000	20	log_n1_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4497958095744252
log-spl3-n1n2x.pathfinder	True	1.01	1011.0	0	8	3000	20	log_n1_spl3_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4498140951618552
log-spl3-n2.klw	False	1.03	128.0	32	4	3000	20	log_risky_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6317767230793834
log-spl3-n2	False	1.04	80.0	0	4	3000	20	log_risky_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6324903396889567
log-spl3-n2psd	False	1.03	180.0	0	8	3000	20	log_n2_spl3_sd20_mu[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2883147587999701
log-spl3-null.klw	True	1.0	2361.0	9	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5247442098334432
log-spl3-null	True	1.0	1773.0	0	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5247959885746241
log-spl3-nullind.klw	True	1.01	1235.0	9	4	3000	20	log_n1_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5248222080990672
log-spl3-nullind	True	1.01	1952.0	0	4	3000	20	log_n2_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.524724280461669
log-spl3-perc.klw	True	1.0	2141.0	6	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6322638224810362
log-spl3-perc	True	1.0	2339.0	1	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6324521712958813
log-spl3-percmem.klw	True	1.0	1968.0	11	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6511466624215245
log-spl3-percmem.pathfinder	True	1.0	2729.0	0	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3009457886219025
log-spl3-percmem	True	1.0	1929.0	0	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6512226294726133
log-spl3-percmempsd.pathfinder.klw	True	1.0	2410.0	1	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3258951734751463
log-spl3-percmempsd.pathfinder	True	1.0	3354.0	0	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3258853685110807
log-spl3-percmemx.pathfinder.klw	True	1.0	2062.0	5	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4499839097261429
log-spl3-percmemx.pathfinder	True	1.0	2289.0	1	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4499148624017835
log-spl3-percx.pathfinder.klw	True	1.0	2405.0	0	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3380247568711638
log-spl3-percx.pathfinder	True	1.0	2008.0	0	8	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3379751779139042
log-spl3-pmu	True	1.01	1789.0	0	4	3000	20	log_n1_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6261436883360147
log-spl3-pmusd	True	1.0	1922.0	0	4	3000	20	log_n1_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6386416759341955
log-spl3-psd	True	1.0	1879.0	0	4	3000	20	log_n1_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.626156372949481
log-spl5+affine-mem.pathfinder	True	1.01	1945.0	0	8	3000	22	log_mem_affine_sd112_sd[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2636300809681416
log-spl5+affine-null.pathfinder	True	1.0	3621.0	0	8	3000	22	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.0607820907607675
log-spl5+affine-perc.pathfinder	True	1.0	3188.0	0	8	3000	22	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008550042286515
log-spl5+affine-percmem.pathfinder	True	1.0	1867.0	0	8	3000	22	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3258223980665207
log-spl5-mem.klw	True	1.0	2965.0	2	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6699332082644105
log-spl5-mem	True	1.01	999.0	0	4	3000	28	log_mem_spl5_sd30_sd[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6698798118159175
log-spl5-n1.klw	True	1.01	855.0	15	4	3000	28	log_n1_spl5_sd20_mu[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6697697043418884
log-spl5-n1	True	1.0	1394.0	0	4	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.669630485586822
log-spl5-n1n2.klw	True	1.0	2784.0	12	4	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.7008437151089311
log-spl5-n1n2.pathfinder.ss1-ts1	True	1.0	4679.0	0	8	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.400212662294507
log-spl5-n1n2	True	1.0	1237.0	0	4	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.700885665602982
log-spl5-n2.klw	True	1.0	1256.0	17	4	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6695489911362529
log-spl5-n2	True	1.0	1397.0	0	4	3000	28	log_n1_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6696613635867834
log-spl5-null.klw	True	1.0	1423.0	2	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.549559268169105
log-spl5-null	True	1.0	1349.0	0	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5496290838345885
log-spl5-nullind.klw	True	1.01	1768.0	1	4	3000	28	log_safe_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5495981741696596
log-spl5-nullind	True	1.01	1394.0	0	4	3000	28	log_n1_spl5_sd30_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5495119588449597
log-spl5-perc.klw	True	1.0	2459.0	0	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6696773888543248
log-spl5-perc	True	1.0	1263.0	0	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6697678798809648
log-spl5-percmem.klw	True	1.0	2326.0	5	4	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.7008938249200583
log-spl5-percmem.pathfinder	True	1.0	4434.0	0	8	3000	28	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4002908607944846
log-spl5-percmem	True	1.01	1024.0	0	4	3000	28	log_perc_spl5_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.7001242535188794
log-spl7-percmem.pathfinder	True	1.0	5781.0	0	8	3000	36	log_mem_spl7_sd10_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4997881716117263
log-weber+affine-n1n2.mapjitter	True	1.0	4693.0	0	8	3000	14	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262791944667697
log-weber+affine-n1n2.pathfinder.spm0.4	True	1.0	4496.0	0	8	3000	14	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262873239815235
log-weber+affine-n1n2.pathfinder	False	1.29	21.0	0	8	3000	14	log_n2_affine_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2263149954378605
log-weber+affine-n1n2.priorjitter	False	1.19	29.0	0	8	3000	14	log_n2_affine_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262968746945262
log-weber+affine-n1n2.spm0.4	False	1.11	47.0	0	8	3000	14	log_n2_affine_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262989543378353
log-weber+affine-n1n2.spm0.6	False	1.48	15.0	0	8	3000	14	log_n2_affine_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2263372568413615
log-weber+affine-n1n2	False	1.41	16.0	0	8	3000	14	log_n2_affine_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.22634057700634
log-weber+cspl5-n1n2.pathfinder	True	1.0	2615.0	1	8	3000	20	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008933812379837
log-weber+spl3-n1n2.pathfinder	True	1.0	2447.0	0	8	3000	16	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.251144465059042
log-weber+spl5-n1n2.pathfinder	True	1.0	2862.0	0	8	3000	20	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008743114769459
log-weber+spl5-percmem.pathfinder	True	1.0	5461.0	0	8	3000	20	log_mem_spl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008669251576066
log-weber-mem.klw	True	1.01	1175.0	328	4	3000	12	log_risky_prior_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5861199032515287
log-weber-mem	True	1.0	3237.0	0	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5951200285926461
log-weber-n1.klw	True	1.0	3152.0	131	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5924372943118215
log-weber-n1	True	1.0	2394.0	0	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5951095884665847
log-weber-n1n2.klw	True	1.01	519.0	33	4	3000	12	log_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6011111168190837
log-weber-n1n2	True	1.0	3450.0	1	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6013949159532785
log-weber-n1n2pmu	True	1.0	2615.0	0	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138254227116704
log-weber-n1n2psd	True	1.0	2558.0	1	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138319782912731
log-weber-n2.klw	False	1.02	188.0	151	4	3000	12	log_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5916424989700317
log-weber-n2	True	1.0	1344.0	2	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5951557876542211
log-weber-n2psd	True	1.0	1349.0	1	8	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2138114841654897
log-weber-null.klw	True	1.0	4370.0	49	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.49915322475135326
log-weber-null	True	1.0	5400.0	0	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.49990147538483143
log-weber-nullind.klw	True	1.0	2638.0	41	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.4992760829627514
log-weber-nullind	True	1.0	2901.0	0	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.49987628031522036
log-weber-perc.klw	True	1.0	913.0	284	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5856373319402337
log-weber-perc	True	1.0	4916.0	2	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5951601965352893
log-weber-percmem.klw	True	1.0	2388.0	84	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5997356493026018
log-weber-percmem.pathfinder	True	1.0	3110.0	0	8	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2015243424102664
log-weber-percmem	True	1.0	2532.0	0	4	3000	12	log_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.601258541457355
log-weber-pmu	True	1.0	3571.0	2	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6011221082881093
log-weber-pmusd	True	1.0	2951.0	0	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138620330020785
log-weber-psd	True	1.0	1375.0	0	4	3000	12	log_n1_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6013532821089029
